best,threshold,entropy
2959,2959,2959,2452
2959,2959,2959,2452
2959,2959,2959,2452
2959,2959,2959,2452
2959,2959,2959,2452
2959,2959,2959,2452
2960,2960,2960,2453
2960,2960,2960,2453
2960,2960,2960,2453
2960,2960,2960,2453
2960,2960,2960,2453
2961,2961,2961,2454
2962,2962,2962,2455
2962,2962,2962,2455
2963,2963,2963,2456
2963,2963,2963,2456
2963,2963,2963,2456
2963,2963,2963,2456
2963,2963,2963,2456
2963,2963,2963,2456
2964,2964,2964,2457
2964,2964,2964,2457
2964,2964,2964,2457
2966,2966,2966,2459
2966,2966,2966,2459
2966,2966,2966,2459
2966,2966,2966,2459
2966,2966,2966,2459
2967,2967,2967,2459
2968,2968,2968,2460
2969,2969,2969,2460
2969,2969,2969,2460
2969,2969,2969,2460
2970,2970,2970,2461
2970,2970,2970,2461
2971,2971,2971,2462
2971,2971,2971,2462
2972,2972,2972,2463
2974,2974,2974,2465
2974,2974,2974,2465
2974,2974,2974,2465
2974,2974,2974,2465
2974,2974,2974,2465
2974,2974,2974,2465
2974,2974,2974,2465
2975,2975,2975,2466
2975,2975,2975,2466
2976,2976,2976,2467
2977,2977,2977,2468
2978,2978,2978,2469
2978,2978,2978,2469
2978,2978,2978,2469
2978,2978,2978,2469
2979,2979,2979,2470
2979,2979,2979,2470
2979,2979,2979,2470
2981,2981,2981,2472
2982,2982,2982,2472
2984,2984,2984,2474
2984,2984,2984,2474
2984,2984,2984,2474
2984,2984,2984,2474
2985,2985,2985,2475
2985,2985,2985,2475
2986,2986,2986,2476
2987,2987,2987,2477
2987,2987,2987,2477
2987,2987,2987,2477
2987,2987,2987,2477
2989,2989,2989,2479
2990,2990,2990,2480
2992,2992,2992,2481
2994,2994,2994,2481
2994,2994,2994,2481
2994,2994,2994,2481
2994,2994,2994,2481
2994,2994,2994,2481
2994,2994,2994,2481
2994,2994,2994,2481
2995,2995,2995,2482
2995,2995,2995,2482
2996,2996,2996,2483
2996,2996,2996,2483
2996,2996,2996,2483
2997,2997,2997,2484
2997,2997,2997,2484
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
2998,2998,2998,2485
